Pro_name,Pro_color,Cus_name,Rating,Title,Date,Review
iphone XR,Black,sakeena aziz kidwai,5,Great Deal,23-Feb-20,Perfect ??
iphone XR,Black,Kapil,4,Buy it if you¡¯re an Apple fan,27-Nov-19,Nice phone
iphone XR,Black,soujanya naresh,5,Good phone,3-Mar-20,Good phone
iphone XR,Black,Subhan Fatte,5,Very nice...??,4-Nov-19,Super...??
iphone XR,Black,bharath,5,iPhone XR,4-Nov-19,Best phone
iphone XR,Black,Jairaj,5,Great phone,6-Mar-20,Nice photo
iphone XR,Black,Sujith Haridas,4,Good iphone,1-Dec-19,Good phone
iphone XR,Black,Amazon Customer,5,Hi,8-Nov-19,Nice phone
iphone XR,Black,Amazon Customer,4,Worth purchasing,26-Oct-19,Nice phone
iphone XR,Black,Amazon Customer,5,Awesome,8-Nov-19,Good Phone
iphone XR,Black,hitanshu,4,Good phone,1-Oct-19,Good phone
iphone XR,Black,Akalya,5,Good,2-Mar-20,Nice phone
iphone XR,Black,Sumer,5,Superhit,10-Jul-19,Super
iphone XR,Black,RAMESH,1,Bad,9-Oct-19,Very very bad.....
iphone XR,Black,Amazon Customer,5,Worth it,20-Nov-19,??
iphone XR,Black,Deep Raina,5,NA,5-Nov-19,NA
iphone XR,Black,faizal khans,5,ok,23-Jan-20,ok
iphone XR,Black,Amazon Customer,5,Good phone,21-Aug-19,Good phone
iphone XR,Black,Vijay Samanthula,5,Good,8-Nov-19,Ok
iphone XR,Black,Mrinal Sahariah,5,First iPhone where I¡¯m satisfied with the battery back up,5-Nov-19,A must buy
iphone XR,Black,Paramveer s.,4,Xr,25-Sep-19,All good as of now
iphone XR,Black,singaravelan,5,Apple is apple,14-Jul-19,Apple is apple
iphone XR,Black,Mahesh Cool,5,Apple is apple,1-Dec-19,Good always
iphone XR,Black,Garima batra,2,"Issue with speaker, voice is not clear over call",25-Jul-19,Speaker is causing problem
iphone XR,Black,Amazon Customer,4,Best phone,17-Jul-19,Good choice
iphone XR,Black,Ravishekhar Kumar,5,Loved it,5-Nov-19,It¡¯s simply great
iphone XR,Black,Anil,4,Pai sa vasul,23-Jan-20,A quality product
iphone XR,Black,vivek kumar,5,Nice product,4-Mar-20,Go for it blindly
iphone XR,Black,Mahendra Patel,4,Simply the Superb,30-Nov-19,Simply the Superb
iphone XR,Black,pranav,5,Good,8-Nov-19,Quality is superb
iphone XR,Black,Ankan,5,Great,10-Mar-20,All features good
iphone XR,Black,mountaineer,5,Feel,22-Jan-20,Nothing thus far.
iphone XR,Black,Akash,5,Thumbs up,6-Oct-19,Very good product
iphone XR,Black,Amazon Customer,4,Right way to purchase this,30-Jan-20,Overall it's good
iphone XR,Black,Payal Desai,5,Awesome,27-Dec-19,Camera Quality ??
iphone XR,Black,Amazon Customer,5,Iphone xr,3-Feb-20,Loved it 10 stars
iphone XR,Black,Sejal Pabari,5,Excellent,7-Nov-19,Excellent working
iphone XR,Black,Gulzar Singh,5,Best  IPhone  in this price.,8-Nov-19,Excellent product
iphone XR,Black,Valaram m.,5,Nice,13-Sep-19,Very good quality
iphone XR,Black,Yalenbabu Yalakapati,5,Very good product,4-Nov-19,Worth every penny
iphone XR,Black,Rishav,5,Best one,9-Dec-19,Best worth buy it
iphone XR,Black,Dr.amzad khan,5,Fantastic phone,6-Sep-19,Really nice phone
iphone XR,Black,Amazon Customer,5,Very nice product,23-Oct-19,Very nice pls buy
iphone XR,Black,Dara.sekar,5,Phone best performance,7-Mar-20,Very good product
iphone XR,Black,Gaurav,5,iPhone XR,6-Nov-19,Excellent
iphone XR,Black,V S Satish Kumar,4,Overall rating is good,2-Nov-19,Its Brand
iphone XR,Black,Aditya,4,Iphone xr unboxing,7-Mar-20,Expensive
iphone XR,Black,Gowtham,5,Excellent,13-Jul-19,Excellent
iphone XR,Black,Amazon Customer,5,Wonderful,5-Mar-20,Excellent
iphone XR,Black,Achuthanand,5,Good,21-Aug-19,Very Good
iphone XR,Black,abhijeet sekhar,5,Anthropocentric item,11-Nov-19,Best one.
iphone XR,Black,Sudip ghosh,4,An excellent product,7-Nov-19,I love it
iphone XR,Black,Chandru,5,Nice,3-Nov-19,Very nice
iphone XR,Black,Dhivya,5,Awesome mobile,24-Jan-20,Wonderful
iphone XR,Black,Amazon Customer,5,Dislike,7-Nov-19,Too large
iphone XR,Black,nickey,5,awesome,5-Nov-19,very good
iphone XR,Black,Atul,4,Best budget phone ever,5-Mar-20,I love it
iphone XR,Black,Amazon Customer,5,Good,4-Nov-19,Excellent
iphone XR,Black,S V Nishant,5,"Excellent product,must buy",7-Nov-19,Excellent
iphone XR,Black,ANNAMMA VARGHESE,5,Excellent,6-Nov-19,Excellent
iphone XR,Black,Goutam Maity,5,Perfect,24-Aug-19,Perfect
iphone XR,Black,razz,4,mast,19-Oct-19,Fantastic
iphone XR,Black,baskar,5,Thanks to amazon,19-Aug-19,Excellent
iphone XR,Black,krupasagar,1,Thank you,30-Nov-19,My Mobile looks like fake one
iphone XR,Black,Amazon Customer,5,Best choice to go for iPhone xr,27-Jul-19,Best battery ever
iphone XR,Black,Surjadeep Banerjee,5,A12 chip is outstanding,4-Jun-19,outstanding phone at this range.
iphone XR,Black,Sachin,5,Fastest chip next to A13 bionic,26-Oct-19,Anything u can ever imagine....
iphone XR,Black,Saddam khan,4,Good product,24-Sep-19,Excellent
iphone XR,Black,Subhasis,5,Very useful smart phone,9-Nov-19,Fast performance
iphone XR,Black,Prathibha,5,Good,9-May-19,Good
iphone XR,Black,Ram,5,Osm,26-Jul-19,Excellent
iphone XR,Black,Darshan,5,Fast delivery,20-Nov-19,Excellent
iphone XR,Black,Aravind,5,Best for battery backup in apple,4-Nov-19,Nice
iphone XR,Black,vijay gupta,5,Nice phone,3-Nov-19,I love this
iphone XR,Black,Veerabadran,5,iPhone xr,26-Jun-19,Super
iphone XR,Black,Shraddha oholekar,5,Awesome..!!,29-Aug-19,Awesome Go for it????
iphone XR,Black,Manuel P.,5,Thank you so much.,13-Oct-19,Really Fantastic.
iphone XR,Black,8427851688,5,Amazing,5-Mar-20,Great product!!!
iphone XR,Black,Muhammed Zabeeullah Baig,5,iPhone XR,3-Nov-19,Fantastic mobile
iphone XR,Black,Kaustav Manna,3,Heating issue,12-Nov-19,Good product....
iphone XR,Black,Kaustav kalita,5,Genuine,12-Jan-20,Product was good
iphone XR,Black,Shubham gupta,5,Worth buying,25-Jan-20,Totally awesome!
iphone XR,Black,Abhinav kumar,4,Good,6-Oct-19,All over good...
iphone XR,Black,Dinesh Kumbhar,5,Iphone XR,5-Dec-19,Awesome phone...
iphone XR,Black,Vysakhan K.S,5,Rocking Device,13-Jan-20,Excellent iPhone
iphone XR,Black,sai,5,Nice phone,1-Nov-19,Face reader good
iphone XR,Black,Nikhil Kshirsagar,5,Premium Phone,9-Oct-19,Always IOS lover
iphone XR,Black,Tarun Kumar,5,Best iPhone,6-Jan-20,Best iPhone ever
iphone XR,Black,sai sankar patnaik,5,For pubg ...best device ever,11-Sep-19,Best mobile ever
iphone XR,Black,Amazon Customer,5,Good for game,6-Nov-19,Good for pubg.??
iphone XR,Black,Krishnakant Rawat,4,Krishnakaant mm,31-Mar-20,Much much better
iphone XR,Black,Akkubabu,5,Super phone ????,10-Oct-19,Super phone ????
iphone XR,Black,Naresh Babu,1,Worest,28-Sep-19,To worest mobile
iphone XR,Black,Ajay chakhaliya,5,Unknwn,7-Nov-19,Best ever iphone
iphone XR,Black,Yogesh Amritkar,3,It¡¯s nice,14-Oct-19,Great experience
iphone XR,Black,Puneet,3,Battery,22-Apr-20,Not good battery
iphone XR,Black,Patel A.,5,Patel,5-Dec-19,Best smartphone.
iphone XR,Black,Tanmaya S.,4,Excellent Phone,10-Nov-19,Excellent camera
iphone XR,Black,Yukta Mathur,5,Good,3-Nov-19,Awesome Purchase
iphone XR,Black,Jyoti sharma,4,Low budget iphone,9-Nov-19,Affordable price
iphone XR,Black,Vijay Malik,5,Great,2-Oct-19,Original product
iphone XR,Black,IcVs E-Solutions Pvt. Ltd,4,Overloaded price,7-Jan-20,overloaded price
iphone XR,Black,Sanjeev Katoch,5,Value for money,30-Sep-19,Awesome product.
iphone XR,Black,ashvini,5,Great phone,9-Nov-19,Loved it
iphone XR,Black,AJIT B.,5,Good offer to buy,2-Mar-20,Nice phn
iphone XR,Black,Amazon Customer,5,I phone excellent,4-Nov-19,"Awesome,"
iphone XR,Black,Himansu sekhar Gouda,5,Best for values,16-Feb-20,All good
iphone XR,Black,Ajay Zezariya,4,Good,4-Oct-19,Good....
iphone XR,Black,Vikyath Poojary,5,Good,6-Nov-19,Worth it
iphone XR,Black,swaroop sarvabhotla,5,Best .......,2-Mar-20,No words
iphone XR,Black,Amazon Customer,1,Bad,22-Nov-19,Not good
iphone XR,Black,Vikram kumar seth,5,Nice,25-Jan-20,Original product
iphone XR,Black,Kimkimi Fanai,5,I love it,10-Oct-19,In love with this phone
iphone XR,Black,Amazon Customer,5,Good,28-Aug-19,Awesome
iphone XR,Black,Arun pandey,4,Nice phone,30-Oct-19,Good phone
iphone XR,Black,shivam madaan,5,ausm deal,16-Oct-19,very nice
iphone XR,Black,Derick,5,Cheap but worth it,30-May-19,Best iPhone
iphone XR,Black,Neha Singh,5,Very good,25-Aug-19,Nice experience
iphone XR,Black,Sahil,5,Affordable Luxury,19-Jun-19,Unmatched Performance
iphone XR,Black,Rahul Srivastava,5,Good product in best price...,1-Dec-19,Good product in best price...
iphone XR,Black,Nitish,4,Xr,10-Nov-19,I like it
iphone XR,Black,Amazon Customer,5,superb,3-Nov-19,very nice
iphone XR,Black,tsdeepakm,5,Awesome phone,11-Nov-19,Very good
iphone XR,Black,Pavan Dokka,5,No one can beat iphone - innovative product,6-Apr-19,Just for for it
iphone XR,Black,metro mobile,5,OK,6-Nov-19,BEST FONE
iphone XR,Black,Beer,5,Wow.....,3-Oct-19,Very good and smooth
iphone XR,Black,Elangovan S,5,Gethu,8-Nov-19,Gethu
iphone XR,Black,Dhanalakshmi R,5,Wow,23-Jan-20,Awesome phone..
iphone XR,Black,Rajendra Bania,5,Excellent,15-Nov-19,Excellent phone
iphone XR,Black,Ravisahu,5,Great,6-Mar-20,I just loved it
iphone XR,Black,Robin sihag,4,Superb,11-Nov-19,It¡¯s feel good.
iphone XR,Black,prajapati,4,Best phone,27-Feb-20,Very good phone
iphone XR,Black,Amazon Customer,5,Awesome product till date,9-Nov-19,Awesome product
iphone XR,Black,Ahmed,5,Cool phoneee,11-Jan-20,Very nice phone
iphone XR,Black,Lokesh raikhere,5,Worth the money,14-Nov-19,Worth the money
iphone XR,Black,karthik,5,Best iPhone at this price,3-Mar-20,Awesome product
iphone XR,Black,Debashis Mohapatra,5,Flawless XR,7-Nov-19,The best iPhone
iphone XR,Black,amit,5,Apple,17-Dec-19,Good production
iphone XR,Black,Dev aggarwal,5,Nice,27-Dec-19,Best phone ever
iphone XR,Black,Sannu,2,I phone xr,16-Nov-19,Phone is superb
iphone XR,Black,SURINDER RATHORE,5,Best smartphone ever,10-Dec-19,Best smartphone
iphone XR,Black,Sachin Srivastava,5,Best phone,29-Sep-19,Excellent phone
iphone XR,Black,SAURABH GOYAL,5,Very nice phone,11-Nov-19,Very nice phone
iphone XR,Black,akshay k.,5,Awesome,9-Nov-19,Amazing product
iphone XR,Black,Shubham Kundojwar,5,Excellent,16-Jan-20,Best phone ever
iphone XR,Black,Arpit agarwal,4,iPhone xr,1-Nov-19,Excellent phone
iphone XR,Black,Amazon Customer,5,Very nice phine,8-Feb-20,Very good phone
iphone XR,Black,Rohan,5,Phone quality,2-Mar-20,Awesome phone..
iphone XR,Black,Shubham jha,5,Great phone,9-Nov-19,Best phone ever
iphone XR,Black,Suraj gupta,5,Excellent phone pick it with your closed eye,29-Nov-19,Excellent phone
iphone XR,Black,Ray h.,5,Great phone and satisfied with amazone,7-Mar-20,Love this phone
iphone XR,Black,Amazon Customer,5,I phone XR,25-Aug-19,Good product...
iphone XR,Black,SANTOSH,5,Awesome,7-Apr-20,Awesome mobile.
iphone XR,Black,Sreedhar,4,Good,2-Nov-19,Ok good
iphone XR,Black,PURANSINGH CHAUHAN,5,Good if fits in budget,31-May-19,Overall good experience
iphone XR,Black,Amazon Customer,5,Worth,11-Nov-19,Awesome
iphone XR,Black,sunil khuntia,5,Its awesome,17-Nov-19,Awesome
iphone XR,Black,nethra.j.r,4,Good,10-Mar-20,Good ..
iphone XR,Black,Amazon Customer,5,The best iPhone,15-Jan-20,Awesome
iphone XR,Black,Arvind,5,Great Experience,2-Nov-19,Nothing
iphone XR,Black,Amazon Customer,5,Awesome,9-Nov-19,Awesome
iphone XR,Black,Bhargav,1,Noce,7-Mar-20,Ok good
iphone XR,Black,Sitafal,5,Wonderful,9-Mar-20,Amazing
iphone XR,Black,Amazon Customer,5,Awesome,27-Oct-19,Awesome
iphone XR,Black,ranvir kumar,5,Updating from 7 and is amazing portray mode is very nice after ios 13.1,3-Oct-19,Amazing
iphone XR,Black,Vishal Bhatt,5,Awesome,23-Jan-20,Awesome
iphone XR,Black,Ram gopal,3,Not bad,7-Nov-19,Not bad
iphone XR,Black,Amazon Customer,5,Worth,18-Oct-19,Awesome
iphone XR,Black,Poornachandra,5,Super iPhone xr paisa vasool,13-Jan-20,All nice perform phone
iphone XR,Black,Gunasamu,5,5,26-Feb-20,I LIKED face id
iphone XR,Black,Rajneesh,5,Excellent,27-Oct-19,Excellent
iphone XR,Black,Sandy,5,Amazing,14-Jul-19,Excellent
iphone XR,Black,Prabhat,5,2dAys battery,28-Jul-19,Best in battery
iphone XR,Black,Rajesh,5,Good buy,2-Nov-19,Good buy
iphone XR,Black,Solipuram Krishna Reddy,4,I love  apple,21-Jun-19,Good
iphone XR,Black,Shakeel,5,I phone,26-Sep-19,Good product
iphone XR,Black,Arshdeep singh,5,Awesome,4-Oct-19,Camera quality
iphone XR,Black,Tej,5,Great product!,31-Oct-19,Great product!
iphone XR,Black,aditya,5,Best phone,1-Nov-19,Amazing phone.
iphone XR,Black,Amandeep,5,Nice product,25-Oct-19,Really awesome
iphone XR,Black,Amazon Customer,5,Simply brilliant battery back up,12-Nov-19,Simply awesome
iphone XR,Black,Amazon Customer,5,Go for it.,13-Dec-19,Perfect phone.
iphone XR,Black,Shubham,5,Nicely,11-Mar-20,Just go for it
iphone XR,Black,Amit Bishnoi,5,iPhone XR ??,5-Nov-19,Simply awesome
iphone XR,Black,Charul,4,Loved it,12-Nov-19,Great phone !!
iphone XR,Black,Anu Cherukalathu,3,I phone XR review,11-Nov-19,Product weighg
iphone XR,Black,Neelu,5,Superb phone,4-Oct-19,Awesome mobile
iphone XR,Black,sameer armani,5,Awesome mobile iphone xr,7-Mar-20,Awesome mobile
iphone XR,Black,Sachin Dahiya,5,Excellent,22-Dec-19,Amazing mobile
iphone XR,Black,Shainy,4,I love I phone,6-Dec-19,I love I phone
iphone XR,Black,Shrikant patil,5,just amazing,18-Oct-19,simply awesome
iphone XR,Black,Swapnil Sharad Jadhav,5,IPhone XR,8-Jul-19,Nice phone in good budget
iphone XR,Black,Anita thakur,5,Good,8-Nov-19,????????
iphone XR,Black,Amazon Customer,5,iPhone XR,12-Aug-19,Good battery
iphone XR,Black,Ashish,5,Good Product,12-Aug-19,Good product
iphone XR,Black,Venkat,5,Awesome phone,4-Aug-19,Super phone in 1 word
iphone XR,Black,Amazon Customer,5,Awesome,18-Aug-19,???????????
iphone XR,Black,gaurav,5,Excellent  product,7-Oct-19,Nothing
iphone XR,Black,Amazon Customer,4,Excellent,6-Oct-19,Good phone
iphone XR,Black,Prashnat Biswas,5,Best,10-Oct-19,Best Product Ever??
iphone XR,Black,Kalidas V,5,Right product for existing users,14-Sep-19,Excellent product though a bit expensive
iphone XR,Black,Umesh Khandelwal,5,Best product assurance,29-Oct-19,Awesome phone
iphone XR,Black,Abhijeet singh,5,Iphone_no comparison,15-Aug-19,Amazing white shade
iphone XR,Black,Drashti,5,Satisfied,4-Dec-19,Good product
iphone XR,Black,Sayan Paul,5,Phone,17-Nov-19,Awesome phone
iphone XR,Black,AMAR DEEP PANDEY,5,Little bulky,5-Mar-20,Just fabulous
iphone XR,Black,Charan,2,Problem,9-Feb-20,Charger issue
iphone XR,Black,PM Hruthika,5,Amazing phone !,2-Nov-19,Amazing phone
iphone XR,Black,siddharth gupta,5,Amazing experience,29-Oct-19,Amazing phone
iphone XR,Black,Munesh,4,Best,28-Jan-20,Owsum product
iphone XR,Black,jagtar,5,Phone came without seal. Accessories seems to be changed,6-Nov-19,Phone is fine
iphone XR,Black,Jeena,5,Gooooodddd,21-Nov-19,Just loved it
iphone XR,Black,Athrim ghosh,5,Awsome,6-Nov-19,Awsome mobile
iphone XR,Black,Imran,1,Network issue,25-Dec-19,Network issue
iphone XR,Black,Neel Anjana,5,So impressive,17-Dec-19,So impressive
iphone XR,Black,Amol G.,5,Awesome,12-Jan-20,Awesome phone
iphone XR,Black,Bhavana,5,Superb,22-Jan-20,Amazing phone
iphone XR,Black,Sunny agrawal,5,Awesome phone,30-Dec-19,Awesome phone
iphone XR,Black,Ravi singh,5,Awesome phone,12-Nov-19,Awesome phone
iphone XR,Black,MANEESH,5,Iphone XR,14-Oct-19,Awesome phone
iphone XR,Black,Jameel ahmed,5,Y,25-Jan-20,Good quality.
iphone XR,Black,vaibhav bhumbar,4,Too Good,15-Jan-20,Good Features
iphone XR,Black,Hardik,1,Not satisfied,27-Nov-19,Not satisfied
iphone XR,Black,Mukesh Batra,5,Premium phone for premium people,4-Oct-19,Awesome phone
iphone XR,Black,Er Gaurav Awasthi,4,Nice Product,5-Aug-19,No fingerprint reader
iphone XR,Black,Shivam rastogi,5,Good,31-Jul-19,Vgood
iphone XR,Black,alok tyagi,5,Nice,6-Oct-19,Nice.
iphone XR,Black,Vishal Bhatia,5,Excellent,25-Jan-20,good.
iphone XR,Black,sivaiah,5,Super,28-Dec-19,Super
iphone XR,Black,Sarfaraz Q.,5,GFI,12-Dec-19,G F I
iphone XR,Black,vishal mandavariya,5,Great,9-Nov-19,Great
iphone XR,Black,Amazon Customer,5,Super,24-Dec-19,Super
iphone XR,Black,Amazon Customer,5,iPhone XR,5-Mar-20,Super
iphone XR,Black,Hemanth kumar Reddy,5,Good,21-Aug-19,Liked
iphone XR,Black,Amazon Customer,5,Super,7-Nov-19,Super
iphone XR,Black,deepika verma,4,iphone xr,14-Aug-19,great phone
iphone XR,Black,karuna,5,Super,21-Oct-19,Super
iphone XR,Black,Suhail Beg,5,Simply over kill,1-Dec-19,Osm...... gaming machine.
iphone XR,Black,surya p.,5,Perfect,4-Oct-19,Awesome
iphone XR,Black,Anubhav,5,Best iPhone in this price,24-Oct-19,Excellent product.
iphone XR,Black,Ritik,5,Interface and touch amazing,7-Nov-19,Just amazing
iphone XR,Black,sanjib,5,Best iphone,18-Sep-19,Happy shopping
iphone XR,Black,Yashashwi raj,1,Bakwas,27-Oct-19,Bakwas
iphone XR,Black,daljeet singh,5,perfect deal genuine product,26-Oct-19,excellent. u will love it
iphone XR,Black,Amit yadav,5,Good,19-Jun-19,Good
iphone XR,Black,Prashant Kumar,4,I phone xr,9-Jul-19,It¡¯s ok product
iphone XR,Black,rajasekaran,5,Worthy,2-Nov-19,Looking good
iphone XR,Black,Amazon Customer,5,Wow,1-Aug-19,Good
iphone XR,Black,Prince,5,Budget iphone at prime day,23-Jul-19,Nice go for it at 50k
iphone XR,Black,Amazon Customer,5,Great phone,1-Oct-19,Great phone.
iphone XR,Black,Rana S.,5,Xr,4-Jan-20,Like a pro??
iphone XR,Black,Ganesh lal Dangi,5,Awesome,30-Nov-19,Nice I phone
iphone XR,Black,Manoj,5,Must buy,1-Mar-20,Just amazing
iphone XR,Black,kalpana jangir,4,very good,4-Mar-20,nothing much
iphone XR,Black,Vaibhav C.,4,Works fine,9-Jan-20,Works fine..
iphone XR,Black,Abhay k.,5,Good,3-Jan-20,Good quality
iphone XR,Black,gufran khan,5,Value for money,28-Jan-20,It¡¯s awesome
iphone XR,Black,Abhinay,3,Worth it,12-Sep-19,Battery life
iphone XR,Black,Amazon Customer,5,Supper,10-Jan-20,Supper Apple
iphone XR,Black,Akshay Dabli,5,Good,4-Oct-19,Nice i phone
iphone XR,Black,Raghavendra,5,Nice,9-Nov-19,Nice product
iphone XR,Black,Amazon Customer,5,Super,7-Nov-19,Superb phone
iphone XR,Black,Aditya,1,Poor quality,3-Nov-19,Poor quality
iphone XR,Black,Anjas k a,5,Good one,6-Oct-19,Good product
iphone XR,Black,Bhavin Baria,5,Classic edition,15-Jan-20,Good handset
iphone XR,Black,S Nelson Mondela,5,Longest battery life ever,2-Nov-19,Nice product
iphone XR,Black,J.musthafa,4,Excellent,5-Nov-19,Good product
iphone XR,Black,Avantika,5,Awesome product,24-Feb-20,Nice product
iphone XR,Black,khusbu pradhan,5,Good to go,5-Mar-20,Overall good
iphone XR,Black,amir krishnan,5,Cheap and best,6-Feb-20,Good product
iphone XR,Black,chintan,5,Apple??,21-Mar-20,Just awesome
iphone XR,Black,Kalyan,5,Good product,23-Oct-19,Good product
iphone XR,Black,Aditya kumar jena,4,Excellent,16-Jan-20,Nice phone??
iphone XR,Black,Santosh kumar Jha,5,Good product and reasonable price,12-Oct-19,Nice product
iphone XR,Black,Sohel A.,5,Awesome,26-Oct-19,Superb phone
iphone XR,Black,Anuj Das,4,Satisfactory,23-Jan-20,Satisfactory
iphone XR,Black,Aditya kumar jena,4,Excellent,16-Jan-20,Nice phone??
iphone XR,Black,Amazon Customer,5,Fire ??,9-Nov-19,Awesome ????
iphone XR,Black,Munaf Kundiwala,5,Best product,3-Oct-19,best product
iphone XR,Black,Kamlesh Kakariya,5,Best one,5-Dec-19,Good handset
iphone XR,Black,Amazon Customer,5,Good,10-Nov-19,A good phone
iphone XR,Black,Ruhul Choudhury,4,Good,14-Feb-20,Good product
iphone XR,Black,B K Pruthvi,5,XR,10-Mar-20,Good Product
iphone XR,Black,Mebin Mathew,4,Superb phone,3-Mar-20,Good product
iphone XR,Black,Deepak Kumar,4,Productive,1-Mar-20,All over gud
iphone XR,Black,Vikram,5,Apple I phone,3-Nov-19,Good product
iphone XR,Black,Aabhi sharma,5,Awesome,9-Jan-20,Just awesome
iphone XR,Black,HANUMANT SINGH,5,AFFORDABLE BEAST,24-Jan-20,NICE PRODUCT
iphone XR,Black,Kanhaiya,5,Good,12-Nov-19,Good product
iphone XR,Black,Amazon Customer,5,Best product,1-Dec-19,Nice product
iphone XR,Black,SUNIL SURYAWANSHI,5,Awesome phone,8-Nov-19,Nice
iphone XR,Black,Amazon Customer,5,Good,9-Sep-19,Good
iphone XR,Black,MD SHAHZADA,5,Nice,29-Jan-20,Nice
iphone XR,Black,Vivek raj,5,Smart purchases,5-Mar-20,Owsm
iphone XR,Black,Jethanand Gyanchandani,5,Good,9-Nov-19,Good
iphone XR,Black,Vivek raj,5,Smart purchases,5-Mar-20,Owsm
iphone XR,Black,Vipin singh,5,Battery good,8-Nov-19,Good
iphone XR,Black,v satish,5,Good,2-Nov-19,Good
iphone XR,Black,Kunal Singh,4,Nice,5-Oct-19,Nice
iphone XR,Black,Manoj Kumar Yadav,4,Overall best,11-Nov-19,Best
iphone XR,Black,Vinod Kumar gupta,5,Good,12-Nov-19,Nice
iphone XR,Black,Prity singh,4,iPhone,10-Nov-19,Good
iphone XR,Black,Rakesh Kumar Pujari,5,Good,9-Oct-19,Good
iphone XR,Black,Justin jose,5,Good,12-Oct-19,Good
iphone XR,Black,jitin shyam,4,Good phone,26-Jan-20,Like
iphone XR,Black,Prity singh,4,iPhone,10-Nov-19,Good
iphone XR,Black,Kailash kumar,5,Best phone,26-Feb-20,????
iphone XR,Black,Pratheep Kumar. M,5,iPhone,7-Nov-19,Good
iphone XR,Black,AVNISH SHUKLA,5,Overall good,11-Nov-19,Good
iphone XR,Black,Vicky shinde,4,Mast,12-Nov-19,Cool
iphone XR,Black,Mukesh,5,Good,7-Nov-19,Good
iphone XR,Black,Pramit Prajapati,5,Very good,22-Oct-19,Good
iphone XR,Black,yogesh,5,Nope,13-Nov-19,Nope
iphone XR,Black,Kavya,5,Good,10-Sep-19,Good
iphone XR,Black,Animesh kumar,5,Performance over all good,1-Mar-20,Good
iphone XR,Black,raja,5,Apple,11-Dec-19,Good
