,Démarche,Date,Identifiant,Satisfaction,Verbatim,Facilité,Simplicité,Difficulté,Autre difficulté,Aide,Autre aide,Source
636,Simuler mes droits sociaux,2021/03/05 06:45:07,2667632,Moyen,"Je propose a ce que toute personne hors-mis celle en situation de handicap, et sans domiciliation stable ,ayant attain l'age de travaille ""16 ans"" doivent etre obliger a travailler dans des association pour persevoir leur allocation, car moi ettant handicapée je compte faire le services civique domage que mon assistante sociale ne m'accorde pas l'autorisation de demande de logement social. Compte a ma curatrise, elle n'as toujour pas trancher sur le sujet, mais je sais que ca ne serviras a rien de lui demander car meme avis. ",Bon,Bon,-,-,-,-,button
637,Simuler mes droits sociaux,2021/03/04 23:04:11,2667266,Pas bien,Simulation dit que nous pouvons avoir une aide au logement de 400€/mois !! avec les meme informations auprès de la CAF = 0€ ??? Comment un tel écart est il possible ?,Bon,Bon,La démarche n'a pas fonctionné,-,-,-,button
638,Simuler mes droits sociaux,2021/03/04 21:50:11,2666976,Pas bien,Je pense devoir refaire cet essai en passant par le service des impôts  !,Moyen,Mauvais,Manque d'informations avant de commencer la démarche,-,-,-,button
639,Simuler mes droits sociaux,2021/03/04 18:52:48,2665946,Pas bien,"Le calcul n est pas fiable , les aides calculées par le site ne sont absolument pas représentatives des aides réelles puisque je n'ai droit à aucune aide.",Moyen,Bon,-,-,-,-,button
640,Simuler mes droits sociaux,2021/03/04 11:41:55,2662865,Pas bien,"vous passez 20 min a bien compléter votre profil en recherchant les bonnes informations dans vos archives et au final on vous balance un ""l'application a rencontré un problème"" lamentable, c'est amateur",Mauvais,Bon,Manque d'informations avant de commencer la démarche ; La démarche n'a pas fonctionné,-,-,-,button
641,Simuler mes droits sociaux,2021/03/04 11:30:41,2662763,Pas bien,aucun résultat,Bon,Bon,La démarche n'a pas fonctionné,-,-,-,button
642,Simuler mes droits sociaux,2021/03/04 11:26:17,2662727,Pas bien,Quel intérêt de ce questionnaire? Cela ne m'apporte rien du tout en droits sociaux...NUL!!!!,Mauvais,Bon,"Manque d'informations avant de commencer la démarche ; Difficulté à joindre les pièces justificatives ; Manque d'informations sur la suite, le délai... ; Autre",Quel intérêt de ce questionnaire? Cela ne m'apporte rien du tout en droits sociaux...NUL!!!!,Une association ; Autre,Un vrai site d'aide!!!!,button
643,Simuler mes droits sociaux,2021/03/04 08:45:28,2661468,Pas bien,"pour le ""retour à l'emploi"", le cas de l'intérim n'est pas présent : il n'y a que CDI ou CDD, du coup je ne sais pas quoi mettre",Bon,Bon,Autre,-,-,-,button
644,Simuler mes droits sociaux,2021/03/03 23:49:13,2660887,Moyen,Eok!!!,Moyen,Moyen,Autre,Graphique,-,-,button
645,Simuler mes droits sociaux,2021/03/03 17:40:04,2658601,Moyen,NON,Bon,Bon,Manque d'informations avant de commencer la démarche,-,Un agent administratif,-,button
646,Simuler mes droits sociaux,2021/03/03 15:27:29,2657489,Moyen,pour le conjoint il faut ajouter : ex activité  il serait judicieux de rajouter également retraite principal ET retraites complémentaires,Bon,Moyen,"Manque d'informations sur la suite, le délai...",-,Autre,ressources du conjoint : ,button
647,Simuler mes droits sociaux,2021/03/03 14:11:03,2656806,Très bien,Cela reste assez ludique. accessible à tous.,Bon,Bon,-,-,-,-,button
648,Simuler mes droits sociaux,2021/03/03 13:57:00,2656682,Pas bien,tous les cclcules de s imdemitees dont tous ou presque fausses ol faut refaires les calculer car jai de gros difficultees a cause de ca dans tous mes droits,-,-,-,-,Un agent administratif,-,button
649,Simuler mes droits sociaux,2021/03/03 13:41:20,2656561,Moyen,Non merci ,Moyen,Moyen,Manque d'informations avant de commencer la démarche ; La démarche n'a pas fonctionné,-,"Internet (site, forum…)",-,button
650,Simuler mes droits sociaux,2021/03/03 11:37:30,2655542,Pas bien,Incompréhension!!! On me demande mes revenus de 2019 pour ma situation actuelle en mars 2021 je ne comprends pas le système désolé ,Mauvais,Mauvais,Manque d'informations avant de commencer la démarche,-,"Internet (site, forum…)",-,button
651,Simuler mes droits sociaux,2021/03/03 08:31:00,2653755,Pas bien,les montants indiquer sont faux IMPOSSIBLE de les faire rectifiés par la CPAM,Moyen,Bon,Autre,MONTANTS FAUX,-,-,button
652,Simuler mes droits sociaux,2021/03/03 05:08:30,2653267,Moyen,tes surpris et content de ce site. Parfois les infos demandées ne semble pas nécessaire pour le resultat,-,Bon,Autre,"il manque des rubriques, une fois identifié par france connect pourquoi ne pas reprendre les revenus",-,-,button
653,Simuler mes droits sociaux,2021/03/02 22:32:13,2652635,Pas bien,ON DEMANDE TROP DE PIECES ET IL FAUT TOUT CALCULER  C4EST TROP COMPLIQUE,-,Mauvais,"Manque d'informations avant de commencer la démarche ; Difficulté à joindre les pièces justificatives ; Manque d'informations sur la suite, le délai...",-,Un agent administratif,-,button
654,Simuler mes droits sociaux,2021/03/02 21:45:08,2652275,Très bien,Chercher  un  emploi  pour  acheter  une  voiture  et trouver  un  logement  pour  être  indépendant. ,-,Bon,Autre,A chercher  un  emploi ,Un agent administratif ; Autre,-,button
655,Simuler mes droits sociaux,2021/03/02 19:03:57,2650517,Moyen,"Les résultats donnés sont délirants. Je ne vois pas comment, étant célibataire sans enfants, gagnant 3000 euros par mois et vivant dans un logement dont le loyer est seulement de 600 euros par mois, je pourrais prétendre au RSA, aux APL etc ! Je suis beaucoup trop riche pour cela ! ",Bon,Bon,-,-,-,-,button
656,Simuler mes droits sociaux,2021/03/02 18:56:26,2650425,Très bien,très bien c est dommage que les prestataires sociaux locaux ne suivent pas ces directives j' ai le logement socail mais j'ai constamment des problèmes ,-,Bon,-,-,-,-,button
657,Simuler mes droits sociaux,2021/03/02 18:49:38,2650302,Moyen,LES ERREURS NE SONT PAS CORRIGE ET LA CAF NE PRENDS PAS EN COMPTE ET NE FAIT AUCUN CONTROLE SUR LES DONNEES SUR LES PERSONNES EN UNIONS LIBRE NI MEME SUR LES DECLARATIONS DES EMPLOYEURS CAR IL Y A BEAUCOUP D ERREUR .J AI DU TOUT RECTIFIER MOI MEME MAIS RIEN AIES ENREGISTRER ET  N EST PAS TRANSMIT AU ORGANISME.JE TROUVE CELA DOMMAGE.LORSQUE JE VAIS SUR MON COMPTE LA PRIME D ACTIVITE APPARAIT ET LORSQUE JE VAIS SUR LE COMPTE DE MON CONJOINT C EST IDEM DONC LES RESSOURCES SONT ELEVEES.,Bon,Moyen,Autre,TOUT LES ORGANISME N ONT PAS LES MEMES INFORMATIONS,-,-,button
658,Simuler mes droits sociaux,2021/03/02 12:20:37,2645419,Moyen,Dommage qu'il ne soit pas possible d'enregistrer la simulation.,Moyen,Moyen,Autre,manque de précision sur la situation professionnelle,Une association,-,button
659,Simuler mes droits sociaux,2021/03/02 11:04:15,2644367,Pas bien,Pourquoi en cas de separation tenir compte du salaire du ex-conjoint Je ne suis pas imposable elle oui,Bon,Bon,-,-,"Internet (site, forum…)",-,button
660,Simuler mes droits sociaux,2021/03/02 10:14:38,2643633,Très bien,Simple et basique.Merci.,Bon,Bon,-,-,-,-,button
661,Simuler mes droits sociaux,2021/03/02 09:59:01,2643396,Moyen,"Ce site ne traite pas des particularités. En cela, la démarche n'est pas aisé. Des gens vivent dans des maisons et percoivent des chèques énergies Donc le fait que je ne soit pas en caravane ou autre ne devrait pas m'exclure du processus au vu de mes revenus actuels",Bon,Bon,Manque d'informations avant de commencer la démarche ; Autre,PAS DE POSSIBILITE D ENVOYER DES PIECES,-,-,button
662,Simuler mes droits sociaux,2021/03/02 00:51:50,2641245,Très bien,très facile à utiliser et rèsultat immediat. bravo ,Bon,Bon,-,-,-,-,button
663,Simuler mes droits sociaux,2021/03/01 23:46:51,2641101,Très bien,Préciser avec la simulation les informations qui seront demandées pour pouvoir les trouver en amont,Bon,Bon,Manque d'informations avant de commencer la démarche,-,-,-,button
664,Simuler mes droits sociaux,2021/03/01 20:32:40,2640025,Moyen,Il n'est pas précisé les missions intérim!!!!,Moyen,Moyen,-,-,-,-,button
665,Simuler mes droits sociaux,2021/03/01 19:35:57,2639549,Très bien,"Bravo, C est bien expliquer, quand on internet et on est former. ",Bon,Bon,"Manque d'informations sur la suite, le délai...",-,Une association,-,button
666,Simuler mes droits sociaux,2021/03/01 17:52:20,2638377,Pas bien,Je suis veuve depuis le 19 10 2020 ma situation à bien changé j'occupe une location dont le loyer est trop élevé par apport à  ma pension de réversion. Je ne comprends pas pourquoi vous demandez les revenus fiscales de 2020.,Bon,Bon,Manque d'informations avant de commencer la démarche,-,-,-,button
667,Simuler mes droits sociaux,2021/03/01 16:46:17,2637637,Moyen,Avec cette baisse d'apl je ne peux plus faire face pour payer mon loyer entièrement. J'ai vraiment besoin d'aide. Merci ,Moyen,Moyen,Autre,Pour les Apl le montant des ressources est l'avis d'imposition de 2020 alors que la caf ne le prends pas en compte. Ce qui fait que le montant de mes apl à diminué de plus de la moitié. ,Un agent administratif,-,button
668,Simuler mes droits sociaux,2021/03/01 15:38:22,2636967,Pas bien,toutes mes données detaillées ont disparu et impossible de les recuperer ,Mauvais,Moyen,"Difficulté à joindre les pièces justificatives ; Manque d'informations sur la suite, le délai...",-,"Internet (site, forum…)",-,button
669,Simuler mes droits sociaux,2021/03/01 12:51:36,2635295,Moyen,"Les caisses de retraite qui versent les aides au logement sont loin, très loin, de donner autant d'aide à un retraité veuf de 92 ans qui est locataire et ne possède que sa retraite et retraite complémentaire pour vivre, sans patrimoine immobilier ou de quelque nature que ce soit. La MSA est pingre et votre simulateur n'est tient pas compte ",Moyen,Bon,"Manque d'informations sur la suite, le délai...",-,Autre,aide au logement,button
670,Simuler mes droits sociaux,2021/03/01 12:17:19,2634937,Pas bien,Je désire connaître le remboursement d'un kinésithérapeute vestibulaire ,-,-,Manque d'informations avant de commencer la démarche,-,Un agent administratif,-,button
671,Simuler mes droits sociaux,2021/03/01 11:36:13,2634397,Pas bien,je te laisse deviner du con !,Mauvais,Mauvais,Manque d'informations avant de commencer la démarche,-,Autre,J'étais venu mettre à jour ma CMU-C et j'apprend que je n'ai plus le droit d'avoir des droits sauf si je suis etranger !!!,button
672,Simuler mes droits sociaux,2021/02/28 20:23:59,2630242,Très bien,"Bonjour, concernant la demande de la complémentaire santé solidaire d'après la simulation je dois payer 25€ par mois. N'y a t-il pas un recours pour qu'elle soit gratuite. Même 25€ par mois ça me fait trop. Merci",Bon,Bon,"Manque d'informations sur la suite, le délai...",-,Un(e) proche,-,button
673,Simuler mes droits sociaux,2021/02/28 17:07:34,2629270,Pas bien,Y'en a que pour les melons!!!!! les clandestins et les dealers merci,-,-,-,-,-,-,button
674,Simuler mes droits sociaux,2021/02/28 16:13:36,2629072,Moyen,non,-,Bon,-,-,-,-,button
675,Simuler mes droits sociaux,2021/02/28 12:18:37,2628316,Moyen,A t on le droit de toucher des aides logement hors logement social?,Bon,Bon,Manque d'informations avant de commencer la démarche,-,"Internet (site, forum…)",-,button
676,Simuler mes droits sociaux,2021/02/28 11:47:01,2628121,Très bien,Pour la demande tout se passe très bien mais malgré les difficultés que l'on a la réponse est négative. Alors à quoi sert -il? Que peut on faire pour obtenir de l'aide quand on en a besoin!!!!,Bon,Bon,-,-,-,-,button
677,Simuler mes droits sociaux,2021/02/28 11:24:57,2628024,Pas bien,nul,Moyen,Moyen,"Manque d'informations sur la suite, le délai...",-,-,-,button
678,Simuler mes droits sociaux,2021/02/28 02:46:25,2627290,Très bien,"Bonjour. je suis handicapé( anémie biermer avec polyneuropathie sensitivo motrice), je touche l'AAH et je suis seul avec ma fille de 31 ans qui touche le RSA. mais j'ai des charger à payé( assurance maison, l'électricité avec le gaz, mon forfait de portable, les 3/4 du loyer. j'ai des soucis car je ne sais pas si j'ai encore des droits et je ne sais pas remplir certain papiers administratif.",Bon,Bon,"Manque d'informations sur la suite, le délai...",-,Une association ; Un agent administratif,-,button
679,Simuler mes droits sociaux,2021/02/27 13:29:00,2625287,Très bien,"Bonjour,je déclare sur l'honneur vous avoir donner les renseignements réels pour la simulation,toutefois la MSA(Marne Ardennes Meuse) a diminué mon RSA et pour avoir, déjà, rencontré des érreurs en ma défaveur,je reste sceptique sur leur calcul, Recevez mes sincères salutations,  Mme Brigitte Guillaume ",Bon,Bon,"Manque d'informations avant de commencer la démarche ; Manque d'informations sur la suite, le délai...",-,-,-,button
680,Simuler mes droits sociaux,2021/02/27 12:47:31,2625163,Très bien,"Bjr, Me suis connecté via France Connect en entrant mes coordonnées d'imposition. Mais le site n'a pas pris en compte les données déjà connues sur ma situation. cdt",Bon,Bon,-,-,-,-,button
681,Simuler mes droits sociaux,2021/02/27 10:05:55,2624326,Pas bien,"Je n'ai pas internet chez moi, ni le téléphone, la plupart du temps...car j'ai 600E pour vivre et prévoir les coups durs. Tout est fermé, on n'explique rien, les associations sont fermées.. J'ai du mal à comprendre les dossiers( je n'ai plus de mémoire) . Je n'ai aucun entourage pour m'aider, et à la mairie, on est mal reçu.",Mauvais,Mauvais,Autre,Ne comprends pas certains termes ,-,-,button
682,Simuler mes droits sociaux,2021/02/27 09:22:00,2624138,Pas bien,ce n est pas a jour ,Moyen,-,Manque d'informations avant de commencer la démarche,-,"Internet (site, forum…)",-,button
683,Simuler mes droits sociaux,2021/02/27 08:38:13,2623980,Moyen,bonjour oui si possible avoir plus d'information pour percevoir l'allocation aspa et comment faire merci bonne journee,Bon,Moyen,Manque d'informations avant de commencer la démarche,-,-,-,button
684,Simuler mes droits sociaux,2021/02/26 17:28:42,2622162,Moyen,votre site n est pas a jour simulation apl par exemple avec nouvelle reforme depuis janvier 2021 calcul sur les 12 dernier mois donc information pas a jour cordialement,Moyen,Moyen,Autre,pas a jour car nouvelle reforme depuis janvier 2021 ex apl qui calcule  sur les 12 dernier mois maintenant ,Un agent administratif,-,button
685,Simuler mes droits sociaux,2021/02/26 16:11:31,2621668,Pas bien,Étudiants en alternance désire avoir une aide pour financer mon logement merci,Moyen,Bon,-,-,-,-,button
686,Simuler mes droits sociaux,2021/02/26 11:12:49,2619775,Pas bien,"Je ne comprends pas, je n'aie obtenu aucune réponse concernant des droits éventuels ? ou si je n'aie doit a rien du tout, je vous en remercie",Bon,Bon,La démarche n'a pas fonctionné,-,Un agent administratif,-,button
687,Simuler mes droits sociaux,2021/02/25 23:28:32,2617929,Très bien,"l'année dernière j'avais découvert ce site donc déjà initié suis curieuse  je n'ai pas de mérite j'ai un niveau BTS de  cela ma été facile, au paravent j'avais sortie ma avis d'imposition et ma quittance de loyer gestion, malgré plusieurs pathologies dont une orpheline et auto-immune, comme souvent je me connecte  pour faire ceci quand je ne suis pas trop fatiguée d'autres jours je ni serais pas arrivée aussi facilement  pour information j'ai 64 ans  cdt ",Bon,Bon,-,-,-,-,button
688,Simuler mes droits sociaux,2021/02/25 20:13:28,2617342,Moyen,"Je trouve navrant de me trouver ""riche"" avec 2100 euros mensuels pour un couple alors que beaucoup profitent du système pour se renflouer les poches.Allocation logement par ici, revenu d'activité par là (quand je vois que pour en bénéficier il faut percevoir 1,5 smic....J'en suis loin....) Avec un remboursement de 700 euros pour un prêt immobilier, faites le calcul....On marche sur la tête!!!!!! Il ne faut pas s'étonner de la révolte!",-,-,Autre,-,Un agent administratif,-,button
